Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Property_Age,Claim_History,Risk_Score,Premium_Amount,Claim_Amount,fraudulent_claim
POL104710,38,Female,Property,56636.26,16,0,High,590,33667.99,0
POL104711,37,Male,Auto,53116.82,12,3,High,638,34194.39,0
POL104712,20,Female,Health,69036.92,19,0,High,404,33866.63,0
POL104713,68,Female,Auto,66401.52,18,2,High,700,29861.84,0
POL104714,39,Female,Health,36129.51,6,5,High,442,25890.42,0
POL104715,64,Female,Auto,59794.58,10,1,High,692,30943.45,1
POL104716,21,Male,Life,69501.04,6,1,Low,406,1564.19,0
POL104717,45,Female,Property,100023.05,0,1,Low,504,0,0
POL104718,29,Female,Health,63711.91,8,1,Low,322,2494,0
POL104719,55,Female,Property,70487.11,8,0,Low,524,1452.68,0
POL104720,68,Male,Property,78069.08,15,1,High,650,27422.77,0
POL104721,53,Female,Health,73263.61,19,0,High,470,30833.72,0
POL104722,64,Male,Auto,63116.52,9,1,Low,592,7523.36,0
POL104723,58,Male,Life,50773.1,13,1,High,580,29517.99,0
POL104724,22,Female,Auto,55663.26,3,0,Low,508,7190.3,0
POL104725,30,Female,Health,59946.86,9,2,Medium,374,17047.09,0
POL104726,40,Female,Auto,46162.14,16,3,High,644,28511.48,1
POL104727,67,Female,Life,100976.8,15,2,Medium,548,13730.18,0
POL104728,47,Female,Health,27938.84,9,2,Medium,408,14091.43,0
POL104729,54,Female,Life,27095.78,10,0,High,572,28911.82,0
POL104730,42,Male,Property,38070.47,17,1,High,598,33879.32,1
POL104731,65,Male,Property,111958.53,18,1,High,644,32068.79,0
POL104732,44,Female,Health,86568.5,16,0,High,452,31824.71,1
POL104733,68,Female,Life,49116.92,13,3,High,600,28394.18,1
POL104734,31,Male,Health,74215.22,14,0,High,426,30793.81,0
POL104735,65,Male,Health,51052.9,2,1,Low,394,3928.79,0
POL104736,64,Female,Life,57073.8,2,3,High,592,26724.21,0
POL104737,53,Male,Property,64483.79,16,0,High,620,30768.69,0
POL104738,56,Male,Health,41301.23,12,1,High,476,30822.01,0
POL104739,33,Female,Auto,66090.64,2,1,Low,530,7506.83,0
POL104740,39,Male,Property,56183.89,8,2,Medium,542,19674.96,0
POL104741,38,Female,Life,71190.8,12,0,High,540,28367.82,0
POL104742,38,Male,Health,88281.47,17,1,High,440,30619.62,1
POL104743,25,Female,Auto,83778.12,6,0,Low,514,6051.43,0
POL104744,66,Female,Auto,81830.88,0,1,Low,596,5644.01,0
POL104745,33,Male,Life,66145.33,17,3,High,530,33185.46,0
POL104746,48,Male,Health,50320.42,15,4,High,460,34507.89,1
POL104747,59,Male,Auto,50007.31,9,1,Low,582,5971.3,0
POL104748,27,Female,Property,39159.7,17,5,High,568,29479.99,0
POL104749,49,Female,Health,51453.67,16,0,High,462,31061.72,1
POL104750,51,Male,Health,78285.53,3,0,Low,366,3738.18,0
POL104751,26,Male,Auto,42548.19,5,2,Medium,566,17288.4,0
POL104752,34,Male,Auto,66440.52,0,0,Low,532,48.27,0
POL104753,28,Male,Health,47849.12,7,0,Low,320,7798.31,0
POL104754,49,Female,Health,80565.12,3,2,Medium,412,15848.91,1
POL104755,27,Female,Auto,60709.97,19,2,High,618,32622.56,1
POL104756,39,Male,Property,79951.91,4,0,Low,492,5355.77,0
POL104757,34,Female,Life,92142.88,7,6,High,532,29922.29,0
POL104758,21,Male,Health,44996.74,13,1,High,406,32676.98,1
POL104759,65,Female,Health,72110.22,0,0,Low,394,834.67,0
POL104760,69,Female,Health,37740.29,9,0,Low,402,7301.79,0
POL104761,64,Female,Auto,63394.45,6,1,Low,592,4590.76,0
POL104762,42,Female,Auto,73739.22,4,1,Low,548,3300.62,0
POL104763,38,Female,Auto,35564.84,19,2,High,640,32363.12,0
POL104764,54,Female,Health,34340.55,9,0,Low,372,4351.71,0
POL104765,55,Female,Life,63637.13,19,0,High,574,33184.47,0
POL104766,66,Male,Auto,34604.68,12,2,Medium,646,16363.28,0
POL104767,18,Male,Auto,21869.8,10,0,High,600,24788.49,0
POL104768,42,Male,Life,48790.87,19,2,High,548,22947.88,1
POL104769,68,Male,Life,82623.87,0,2,Medium,550,10776.07,0
POL104770,53,Female,Health,94287.21,6,2,Medium,420,17176.78,0
POL104771,34,Female,Property,87626.27,7,1,Low,482,6604.86,0
POL104772,58,Female,Life,60471.41,6,0,Low,480,0,0
POL104773,41,Female,Auto,78502.97,19,2,High,646,29770.8,0
POL104774,19,Male,Auto,27357.64,7,2,Medium,552,16244.89,0
POL104775,57,Female,Health,58572.49,6,3,High,478,29574.88,0
POL104776,32,Male,Health,66581.62,15,0,High,428,27815.4,1
POL104777,49,Female,Property,49908.1,5,1,Low,512,1724.28,0
POL104778,56,Female,Auto,45999.76,12,1,High,676,25144.21,1
POL104779,23,Female,Life,85982.38,5,1,Low,410,4783.78,0
POL104780,18,Female,Property,70923.8,13,2,Medium,500,11672.4,0
POL104781,64,Male,Property,74067.43,11,1,High,642,30155.72,0
POL104782,40,Male,Health,57674.03,4,2,Medium,394,18152.33,0
POL104783,56,Female,Life,66717.83,12,0,High,576,26305.78,1
POL104784,34,Female,Auto,53182.01,12,1,High,632,27991.43,1
POL104785,51,Female,Auto,87643.14,11,1,High,666,29758.97,1
POL104786,58,Male,Health,104828.76,3,3,High,480,31864.92,1
POL104787,46,Male,Auto,84696.9,17,1,High,656,34420.88,1
POL104788,26,Male,Health,86051.09,0,0,Low,316,6923.82,0
POL104789,30,Female,Auto,85630.92,16,0,High,624,29732.26,1
POL104790,23,Male,Property,61875.51,6,0,Low,460,6319.13,0
POL104791,23,Female,Life,75480.36,16,2,High,510,27341.62,1
POL104792,37,Male,Auto,42057.54,11,1,High,638,35072.06,1
POL104793,69,Female,Health,33016.38,7,3,High,502,27336.05,0
POL104794,20,Female,Health,52769.66,16,2,High,404,27791.76,1
POL104795,34,Male,Life,39177.12,5,2,Medium,482,12137.06,1
POL104796,66,Male,Auto,60016.12,15,3,High,696,30542.44,0
POL104797,29,Female,Auto,62516.25,11,2,Medium,572,16534.9,0
POL104798,65,Female,Health,33827.25,0,4,High,494,26704.74,0
POL104799,64,Male,Auto,32526.79,5,0,Low,592,4607.85,0
POL104800,62,Female,Health,24726.67,2,2,Medium,438,15760.37,0
POL104801,18,Female,Auto,84705.9,15,3,High,600,30662.78,1
POL104802,34,Female,Property,22828.48,1,1,Low,482,8027.97,0
POL104803,20,Female,Health,55353,7,1,Low,304,2732.92,0
POL104804,43,Female,Auto,71734.48,8,3,High,650,28148.46,1
POL104805,32,Female,Auto,15000,17,1,High,628,28969.4,0
POL104806,53,Female,Property,53395.14,1,1,Low,520,1604.87,1
POL104807,49,Female,Property,73221.21,17,0,High,612,30663.1,0
POL104808,49,Male,Auto,48403.01,16,0,High,662,32358.55,1
POL104809,21,Male,Health,60697.92,3,1,Low,306,5710.41,0
POL104810,35,Male,Auto,72734.52,19,1,High,634,30642.64,1
POL104811,66,Male,Auto,63011.8,2,0,Low,596,9335,0
POL104812,36,Male,Auto,67215.43,7,1,Low,536,3017.1,0
POL104813,60,Male,Health,54066.31,19,1,High,484,35378.36,1
POL104814,69,Male,Property,47873.09,10,0,High,652,28236.48,0
POL104815,52,Male,Auto,83205.39,18,1,High,668,29054.13,1
POL104816,57,Male,Auto,53759.84,7,0,Low,578,763.89,0
POL104817,31,Male,Auto,77986.79,8,0,Low,526,2027.58,0
POL104818,50,Female,Property,63540.37,4,1,Low,514,730.61,0
POL104819,31,Female,Life,36679.11,18,0,High,526,33042.91,0
POL104820,51,Female,Health,53245.75,15,1,High,466,26981.05,1
POL104821,21,Female,Health,74697.2,9,0,Low,306,3224.82,0
POL104822,41,Male,Life,58492.02,0,3,High,546,30875.56,0
POL104823,46,Female,Auto,69287.09,19,0,High,656,31408.14,0
POL104824,36,Female,Auto,81396.36,11,2,Medium,586,14376.56,0
POL104825,23,Female,Health,72812.47,15,0,High,410,26490.21,1
POL104826,50,Female,Property,25155.79,7,1,Low,514,2456.47,0
POL104827,66,Male,Life,36764.36,13,0,High,596,26123.41,1
POL104828,57,Female,Auto,84818.91,7,2,Medium,628,18933.4,0
POL104829,36,Male,Auto,53641.27,13,1,High,636,28817.94,0
POL104830,18,Female,Auto,55940.25,12,0,High,600,27424.06,0
POL104831,22,Male,Health,43867.45,11,1,High,408,30485.09,0
POL104832,44,Male,Auto,64279.94,3,1,Low,552,10179.97,0
POL104833,33,Female,Health,40465.82,14,1,High,430,30216.12,1
POL104834,23,Female,Property,62563.98,3,0,Low,460,7268.25,0
POL104835,57,Male,Health,60966.15,1,3,High,478,24948.82,0
POL104836,30,Female,Auto,77307.16,3,1,Low,524,0,0
POL104837,65,Male,Auto,64698.53,11,2,Medium,644,16088.69,0
POL104838,52,Male,Health,21691.53,7,2,Medium,418,15906.03,0
POL104839,36,Male,Auto,69002.74,13,0,High,636,30483.07,1
POL104840,29,Female,Property,55988.22,5,1,Low,472,0,0
POL104841,33,Female,Property,64755.54,11,1,High,580,27977.06,0
POL104842,60,Female,Health,65331.34,18,1,High,484,32091.78,0
POL104843,27,Male,Auto,82177.26,14,0,High,618,29530.98,0
POL104844,42,Male,Auto,68401.59,4,2,Medium,598,15361.53,0
POL104845,37,Male,Life,56055.2,19,0,High,538,29861.36,0
POL104846,48,Female,Life,59362.43,0,1,Low,460,9721.45,0
POL104847,21,Male,Property,44507.07,2,0,Low,456,4430.67,0
POL104848,61,Male,Auto,61641.85,10,0,High,686,29250.43,0
POL104849,40,Female,Life,69716.05,16,3,High,544,22848.91,1
POL104850,19,Female,Property,50287.82,17,0,High,552,30583.9,1
POL104851,39,Male,Property,38240.65,10,2,Medium,542,16478.55,0
POL104852,68,Female,Property,55991.02,12,1,High,650,25648.75,0
POL104853,54,Male,Auto,61636.87,4,1,Low,572,2074.7,0
POL104854,25,Male,Life,68229.51,14,1,High,514,28226.7,0
POL104855,24,Female,Life,44706.76,1,1,Low,412,0,0
POL104856,31,Female,Health,53350.19,12,1,High,426,33276.4,0
POL104857,20,Male,Property,20212.23,9,1,Low,454,3235.17,0
POL104858,67,Female,Life,20058.87,16,2,High,598,26856.89,0
POL104859,33,Female,Health,85612.89,3,1,Low,330,7611.05,0
POL104860,36,Female,Health,81136.05,2,4,High,436,29352.98,1
POL104861,68,Male,Life,55606.08,3,1,Low,500,9779.03,0
POL104862,35,Male,Auto,73001.23,12,1,High,634,34734.57,1
POL104863,69,Male,Life,63844.23,5,0,Low,502,921.08,0
POL104864,33,Male,Auto,41109.07,8,2,Medium,580,16419.89,0
POL104865,25,Male,Health,59506.52,5,2,Medium,364,16149.08,0
POL104866,50,Female,Health,58414.35,10,2,Medium,414,15786.46,0
POL104867,66,Male,Health,68730.25,1,2,Medium,446,14427.72,0
POL104868,29,Male,Health,77732.46,4,2,Medium,372,14794.48,1
POL104869,28,Female,Life,55412.24,8,1,Low,420,6151.11,0
POL104870,22,Female,Health,69000.75,12,2,Medium,358,15439.05,1
POL104871,44,Female,Auto,42278.08,8,1,Low,552,2414.95,0
POL104872,29,Female,Health,34620.54,7,0,Low,322,13778.46,0
POL104873,34,Female,Auto,102265.42,17,0,High,632,31412.7,0
POL104874,23,Female,Auto,59952.4,8,2,Medium,560,18258.97,0
POL104875,50,Female,Property,87254.96,16,0,High,614,27276.67,1
POL104876,22,Female,Auto,45172.37,8,1,Low,508,3392.51,0
POL104877,45,Male,Life,29503.09,7,2,Medium,504,14543.04,0
POL104878,31,Female,Auto,75304.2,11,2,Medium,576,12431.26,1
POL104879,22,Female,Property,34480.44,16,2,High,558,27229.21,0
POL104880,50,Male,Auto,24507.77,13,0,High,664,29331.93,0
POL104881,67,Male,Life,83587.92,0,0,Low,498,2420.42,0
POL104882,65,Female,Auto,121357.5,9,0,Low,594,6416.64,0
POL104883,58,Female,Property,59129,6,0,Low,530,3409.91,0
POL104884,36,Male,Auto,61974.09,0,2,Medium,586,11682.48,1
POL104885,39,Male,Health,77794.48,11,2,Medium,392,15638.65,1
POL104886,22,Female,Property,75497.35,14,0,High,558,28119.52,0
POL104887,19,Male,Property,86289.4,7,0,Low,452,2391.1,0
POL104888,47,Female,Life,88555.54,15,2,Medium,508,16244.68,0
POL104889,64,Female,Health,65194.25,15,0,High,492,29108.67,0
POL104890,56,Male,Auto,73670.79,5,0,Low,576,8364.62,0
POL104891,21,Female,Life,51933.87,9,3,High,506,29406.82,0
POL104892,50,Male,Health,83117.79,2,0,Low,364,6333.52,0
POL104893,30,Female,Auto,49444.96,8,0,Low,524,9560.88,0
POL104894,37,Male,Property,58198.1,4,1,Low,488,6176.95,0
POL104895,24,Male,Life,77891.61,9,5,High,512,28366.23,0
POL104896,32,Male,Health,33415.21,3,3,High,428,28244.59,0
POL104897,40,Female,Property,32591.52,9,1,Low,494,5882.07,1
POL104898,31,Female,Health,85373.03,14,0,High,426,35886.04,1
POL104899,40,Female,Property,50840.84,1,3,High,594,26148.12,0
POL104900,36,Female,Property,46671.61,6,3,High,586,30970.21,1
POL104901,46,Female,Auto,57105.99,9,2,Medium,606,13110.48,0
POL104902,37,Male,Auto,70781.31,16,0,High,638,27298.68,0
POL104903,46,Female,Health,76585.21,2,1,Low,356,6192.96,0
POL104904,41,Male,Auto,57413.53,17,2,High,646,23817.53,0
POL104905,35,Female,Life,57858.35,17,2,High,534,28481.76,0
POL104906,27,Female,Auto,15000,19,3,High,618,27096.56,1
POL104907,58,Female,Health,93133.14,14,0,High,480,30835.77,1
POL104908,25,Female,Health,71383.2,10,2,Medium,364,14193.35,0
POL104909,43,Male,Property,86131.43,19,4,High,600,31494.61,1
POL104910,46,Male,Life,37364.22,6,4,High,556,32029.14,1
POL104911,27,Female,Life,41591.01,10,1,High,518,32587.88,1
POL104912,34,Male,Auto,45653.67,6,1,Low,532,7323.91,0
POL104913,19,Male,Health,94566.3,13,0,High,402,26115.15,1
POL104914,23,Male,Life,49179.68,8,3,High,510,27259.39,1
POL104915,22,Male,Health,78372.77,7,2,Medium,358,17912.22,0
POL104916,45,Male,Property,37966.65,12,1,High,604,35757.51,1
POL104917,58,Female,Health,71176.32,13,3,High,480,31475.96,0
POL104918,22,Male,Life,51021.44,18,3,High,508,30442.05,0
POL104919,35,Male,Auto,28898.63,10,2,Medium,584,7783.47,0
POL104920,43,Female,Auto,59864.51,14,1,High,650,32373.88,1
POL104921,37,Male,Health,77497.23,7,1,Low,338,8996.48,0
POL104922,58,Female,Health,55913.41,14,1,High,480,35172.25,0
POL104923,66,Female,Property,36291.29,10,0,High,646,27306.33,1
POL104924,44,Male,Property,37281.77,12,0,High,602,27261.63,1
POL104925,66,Male,Property,52683.72,6,1,Low,546,2551.15,0
POL104926,29,Female,Auto,58579.42,17,5,High,622,29770.61,1
POL104927,24,Male,Auto,73823.31,1,1,Low,512,5135.35,0
POL104928,20,Female,Property,52703.24,0,0,Low,454,232.49,0
POL104929,27,Female,Health,62007.47,0,2,Medium,368,12277.13,0
POL104930,51,Female,Property,83117.92,5,1,Low,516,5140.36,0
POL104931,42,Male,Property,40348.15,18,1,High,598,29275.24,1
POL104932,52,Male,Auto,42069.1,7,0,Low,568,6299.74,0
POL104933,33,Male,Health,81602.05,10,0,High,430,27664.12,0
POL104934,19,Male,Auto,67246.32,1,2,Medium,552,18973.87,0
POL104935,41,Female,Auto,38759.32,6,2,Medium,596,17504.6,0
POL104936,27,Male,Health,81690.4,12,0,High,418,29226.81,0
POL104937,55,Male,Property,72802.38,4,0,Low,524,6317.52,0
POL104938,39,Female,Auto,57614.03,13,1,High,642,27541.65,1
POL104939,43,Male,Health,75485.23,7,1,Low,350,5962.8,0
POL104940,60,Male,Auto,58513.6,11,3,High,684,34894.27,1
POL104941,56,Female,Life,42661.41,1,0,Low,476,2164.29,0
POL104942,44,Male,Property,45508.66,6,1,Low,502,8077.9,1
POL104943,46,Female,Auto,43848.72,10,3,High,656,34413.59,1
POL104944,64,Male,Health,67816.17,15,1,High,492,33840.92,0
POL104945,55,Female,Health,49343.14,14,2,Medium,424,14336.59,0
POL104946,37,Male,Health,49912.91,11,0,High,438,24992.6,0
POL104947,44,Female,Life,77902.29,2,2,Medium,502,18071.15,0
POL104948,58,Male,Health,54898.56,17,1,High,480,28733.49,1
POL104949,37,Male,Life,22669.65,11,1,High,538,31262.92,0
POL104950,61,Female,Property,50508.93,0,0,Low,536,7512.47,0
POL104951,36,Male,Health,58507.29,8,1,Low,336,4023.56,0
POL104952,37,Female,Property,46440.13,11,0,High,588,28787.44,0
POL104953,52,Female,Auto,43516.04,8,0,Low,568,7486.32,0
POL104954,64,Female,Life,81618,11,0,High,592,34226.53,0
POL104955,19,Male,Life,34372.11,17,0,High,502,34274.22,1
POL104956,47,Female,Auto,57861.71,18,2,High,658,24677.58,1
POL104957,51,Female,Health,58084.77,11,0,High,466,29283.61,1
POL104958,39,Male,Health,31498.46,18,2,High,442,24617.06,0
POL104959,20,Female,Health,54382.77,2,1,Low,304,3905.77,0
POL104960,23,Female,Auto,43063.2,5,0,Low,510,1968.41,0
POL104961,32,Male,Property,99804.39,3,2,Medium,528,17346.35,0
POL104962,44,Male,Auto,88131.93,8,3,High,652,26775.67,1
POL104963,27,Female,Health,54640.48,13,3,High,418,30003.55,0
POL104964,26,Male,Health,86269.51,10,1,High,416,32374.17,0
POL104965,50,Female,Auto,50378.92,2,1,Low,564,7188.04,0
POL104966,49,Male,Property,69505.49,2,1,Low,512,3917.78,1
POL104967,65,Female,Auto,53017.26,0,3,High,694,30195.62,0
POL104968,23,Male,Health,55693.1,2,0,Low,310,7265.28,0
POL104969,58,Male,Health,41643.98,7,2,Medium,430,17382.82,1
POL104970,53,Female,Property,70497.65,5,1,Low,520,10185.54,0
POL104971,19,Female,Auto,84768.82,0,0,Low,502,9694.07,0
POL104972,46,Female,Health,55841.86,14,0,High,456,28127.35,0
POL104973,21,Male,Auto,57503.72,5,0,Low,506,4581.48,0
POL104974,18,Male,Health,92498.51,3,1,Low,300,2148.87,0
POL104975,36,Male,Health,49221.49,3,1,Low,336,2642.94,0
POL104976,43,Female,Property,77420.98,11,0,High,600,29482.73,1
POL104977,42,Female,Health,107739.35,7,1,Low,348,0,0
POL104978,27,Female,Property,38949.99,18,1,High,568,28983.09,0
POL104979,32,Female,Health,101437.66,12,0,High,428,30967.5,0
POL104980,39,Male,Life,67364.92,1,1,Low,442,912.74,0
POL104981,68,Female,Property,54091.19,12,1,High,650,27970.78,0
POL104982,65,Male,Health,72994.29,4,0,Low,394,336.76,0
POL104983,38,Male,Auto,64297.64,14,4,High,640,33061.37,0
POL104984,39,Male,Property,58677.37,19,1,High,592,32213.77,0
POL104985,53,Female,Health,61760.93,3,2,Medium,420,15319.77,0
POL104986,51,Male,Health,64801.87,5,1,Low,366,5680.63,0
POL104987,47,Male,Health,47747.33,14,1,High,458,28642.99,0
POL104988,42,Male,Health,70099.78,11,1,High,448,34148.67,0
POL104989,62,Male,Health,78309.4,2,2,Medium,438,10731.08,1
POL104990,45,Female,Life,38450.9,5,1,Low,454,5020.03,0
POL104991,18,Female,Health,114678.66,3,3,High,400,29155.74,0
POL104992,66,Female,Life,80409.94,18,0,High,596,28978.5,1
POL104993,62,Female,Health,51751.93,8,1,Low,388,6624.34,0
POL104994,21,Male,Health,48561.03,14,3,High,406,25522.39,0
POL104995,24,Female,Health,90573.77,17,0,High,412,30116.12,1
POL104996,66,Female,Health,80154.94,3,0,Low,396,5741.8,0
POL104997,26,Male,Life,62297.45,15,1,High,516,29667.1,1
POL104998,53,Male,Life,83966.3,16,1,High,570,31547.02,1
POL104999,36,Male,Property,66829.44,5,1,Low,486,11040.78,0
POL105000,18,Female,Life,73241.08,8,2,Medium,450,13379.91,1
POL105001,27,Female,Auto,63808.04,10,0,High,618,34240.91,1
POL105002,53,Female,Property,18048.04,13,2,Medium,570,19506.13,0
POL105003,26,Female,Auto,15311.45,0,1,Low,516,4790.17,0
POL105004,62,Male,Life,84243.83,7,0,Low,488,8998.74,0
POL105005,63,Female,Health,67583.06,6,2,Medium,440,15666.65,0
POL105006,59,Female,Life,77964.73,9,1,Low,482,6863.47,0
POL105007,49,Female,Life,95543.67,5,3,High,562,31912.67,0
POL105008,49,Male,Auto,65184.44,12,1,High,662,29552.26,0
POL105009,23,Male,Property,97931.18,6,0,Low,460,8740.93,0
POL105010,65,Male,Property,56238.2,1,0,Low,544,6205.81,0
POL105011,55,Female,Life,35056.88,9,0,Low,474,1813.4,0
POL105012,34,Female,Auto,70230.93,7,1,Low,532,3441.99,0
POL105013,27,Female,Auto,58250.83,16,2,High,618,29974.73,1
POL105014,67,Male,Property,73540.91,18,3,High,648,35920.38,0
POL105015,44,Female,Life,65720.8,10,0,High,552,32040.88,1
POL105016,67,Male,Auto,94219.06,13,2,Medium,648,16771.31,0
POL105017,52,Male,Auto,45652.19,12,0,High,668,37485.23,1
POL105018,69,Male,Auto,59477.88,3,1,Low,602,8426.08,0
POL105019,38,Male,Health,74701.7,1,0,Low,340,6739.99,1
POL105020,42,Female,Property,65442.66,4,1,Low,498,9922.63,1
POL105021,45,Male,Life,45034.02,13,0,High,554,27725.21,0
POL105022,64,Male,Life,65094.14,5,0,Low,492,2407.63,0
POL105023,32,Female,Auto,81210.01,12,0,High,628,29705.44,1
POL105024,21,Female,Property,82625.97,17,0,High,556,29381.98,1
POL105025,46,Male,Life,74340.44,19,1,High,556,33492.75,1
POL105026,26,Male,Property,41847.88,14,2,Medium,516,13668.41,0
POL105027,44,Female,Property,46100.62,12,3,High,602,29376.05,0
POL105028,43,Male,Auto,81483.17,6,3,High,650,32536.21,0
POL105029,36,Male,Property,81875.53,4,3,High,586,33632.68,1
POL105030,45,Male,Auto,21673.19,0,1,Low,554,1625.84,0
POL105031,34,Female,Health,21065.53,12,1,High,432,30256.41,0
POL105032,60,Female,Health,53760.3,11,1,High,484,30149.74,0
POL105033,58,Female,Auto,88340.49,0,1,Low,580,9681.18,0
POL105034,59,Female,Life,84829.34,11,0,High,582,35423.05,0
POL105035,67,Female,Health,33095.19,19,2,High,498,32053.49,1
POL105036,37,Female,Auto,78500.84,3,0,Low,538,2964.59,0
POL105037,62,Female,Auto,42582.71,17,1,High,688,29883.32,0
POL105038,57,Female,Life,89599.89,4,1,Low,478,4333.34,0
POL105039,56,Female,Property,48775.88,5,1,Low,526,6936.25,0
POL105040,66,Female,Auto,61431.13,0,1,Low,596,9329.69,0
POL105041,40,Female,Auto,43296.64,1,1,Low,544,8659.85,0
POL105042,64,Female,Health,61465.06,5,0,Low,392,7287.16,0
POL105043,49,Male,Life,64449.47,6,2,Medium,512,16765.05,0
POL105044,69,Female,Health,39792.86,17,2,High,502,32374.82,1
POL105045,64,Female,Auto,70874.86,8,2,Medium,642,14342.82,0
POL105046,50,Male,Health,66625.08,19,2,High,464,30878.29,0
POL105047,63,Female,Auto,52762.87,7,1,Low,590,5361.01,0
POL105048,22,Male,Auto,77685.66,5,1,Low,508,0,0
POL105049,60,Female,Property,51718.69,5,2,Medium,584,14100.5,1
POL105050,65,Female,Health,55218.73,10,0,High,494,30484.89,1
POL105051,51,Female,Health,49839.49,19,2,High,466,30513.41,0
POL105052,57,Male,Life,60269.13,1,1,Low,478,6922.6,1
POL105053,28,Female,Health,53138.57,8,1,Low,320,2337.79,0
POL105054,67,Male,Health,61254.43,0,1,Low,398,9452.2,0
POL105055,20,Female,Auto,77212.75,13,1,High,604,29869.26,0
POL105056,50,Female,Health,82820.62,0,1,Low,364,2572.04,0
POL105057,28,Female,Health,48770.08,18,0,High,420,31642.81,0
POL105058,33,Male,Auto,58256,1,1,Low,530,6012.58,0
POL105059,35,Female,Auto,77830.7,16,0,High,634,33538.66,0
POL105060,47,Female,Auto,56037.17,2,1,Low,558,3844.21,0
POL105061,65,Male,Property,48816.24,0,0,Low,544,3392.53,0
POL105062,27,Male,Health,69406.12,0,0,Low,318,3804.91,0
POL105063,35,Male,Health,38236.28,14,0,High,434,33441.13,1
POL105064,55,Female,Health,108176.04,6,0,Low,374,3410.33,0
POL105065,36,Female,Auto,58096.95,6,0,Low,536,4533.5,0
POL105066,53,Female,Health,60754.55,7,1,Low,370,4501.4,0
POL105067,30,Female,Health,15000,19,2,High,424,35245.41,0
POL105068,63,Male,Life,39534.73,11,2,Medium,540,13132.41,1
POL105069,20,Female,Auto,39714.73,1,3,High,604,31329.8,0
POL105070,27,Female,Property,47442.1,18,1,High,568,33981.92,0
POL105071,55,Female,Auto,41159.43,7,2,Medium,624,8867.83,0
POL105072,18,Male,Property,52244.39,13,4,High,550,30437.13,1
POL105073,44,Male,Auto,50703.68,6,2,Medium,602,14139.18,1
POL105074,63,Male,Health,58927.55,8,2,Medium,440,11016.51,0
POL105075,25,Male,Health,100693.34,9,2,Medium,364,14081.63,0
POL105076,68,Female,Property,66689.77,12,0,High,650,31737.61,0
POL105077,63,Male,Life,43516.94,8,2,Medium,540,17456.74,0
POL105078,59,Male,Life,68121.18,2,0,Low,482,8454.39,0
POL105079,34,Female,Auto,65748.79,3,0,Low,532,6963.48,0
POL105080,26,Female,Auto,71068.35,5,0,Low,516,1330.51,0
POL105081,23,Male,Health,61911.15,18,0,High,410,28344.92,0
POL105082,60,Female,Auto,82045.52,5,3,High,684,28374.71,1
POL105083,42,Female,Health,77719.91,13,3,High,448,33682.55,0
POL105084,56,Male,Life,48470.05,0,0,Low,476,5983.17,0
POL105085,66,Male,Health,82240.2,19,1,High,496,29549.49,0
POL105086,45,Male,Property,109636.17,14,0,High,604,30064.01,1
POL105087,50,Male,Life,36986.27,5,1,Low,464,5115.34,0
POL105088,54,Female,Property,53623.39,0,0,Low,522,2080.1,0
POL105089,26,Male,Health,89080.75,7,2,Medium,366,16393.2,0
POL105090,35,Female,Health,67305.14,10,1,High,434,32440.82,0
POL105091,38,Female,Health,45049.3,4,0,Low,340,1487.82,0
POL105092,19,Male,Health,62276.99,6,1,Low,302,3979.2,0
POL105093,60,Male,Life,30218.03,8,0,Low,484,7609.99,0
POL105094,55,Male,Health,52671.35,6,1,Low,374,12882.79,0
POL105095,57,Female,Auto,81491.94,14,2,Medium,628,16714.42,0
POL105096,53,Female,Auto,59572.27,14,2,Medium,620,17556.34,0
POL105097,67,Male,Life,67997.73,19,1,High,598,30342.62,1
POL105098,60,Male,Auto,25361.35,15,1,High,684,27845.67,0
POL105099,54,Female,Health,68734.71,17,1,High,472,31576.37,1
POL105100,32,Male,Auto,50611.22,14,2,Medium,578,13033.78,0
POL105101,45,Female,Health,66279.8,13,0,High,454,30387.12,0
POL105102,35,Female,Health,65396.65,5,1,Low,334,7425.39,0
POL105103,51,Female,Life,25922.1,18,0,High,566,31180.94,0
POL105104,39,Male,Auto,67403.32,15,1,High,642,31859.65,0
POL105105,28,Female,Property,81461.63,7,2,Medium,520,12070.95,0
POL105106,30,Male,Auto,74821.24,1,1,Low,524,10454.3,0
POL105107,21,Male,Health,101049.69,12,0,High,406,30404.04,0
POL105108,39,Male,Auto,94825.6,13,0,High,642,24289.39,0
POL105109,24,Female,Auto,62592.28,19,1,High,612,29303.77,1
POL105110,60,Male,Auto,69774.12,3,1,Low,584,62.73,0
POL105111,41,Female,Property,77771.16,16,1,High,596,29686.77,1
POL105112,21,Male,Life,83912.59,7,1,Low,406,5809.82,0
POL105113,45,Male,Auto,47723.99,0,1,Low,554,7269.73,0
POL105114,32,Female,Life,53587.03,18,2,High,528,26225.72,1
POL105115,18,Female,Health,46026.6,1,1,Low,300,1124.62,0
POL105116,20,Female,Auto,40597.77,12,0,High,604,27065.67,0
POL105117,31,Male,Health,57259.75,13,2,Medium,376,15735.89,0
POL105118,55,Female,Life,61724.1,3,1,Low,474,4726.17,0
POL105119,67,Male,Auto,83121.25,12,2,Medium,648,13311.8,0
