Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label
C23254,25-01-2023,P23254,18143.37,Vehicle,FALSE,0
C23255,13-01-2023,P23255,12522.98,Home Damage,FALSE,0
C23256,15-11-2023,P23256,11984.76,Vehicle,TRUE,1
C23257,18-08-2023,P23257,21660.92,Home Damage,TRUE,0
C23258,12-04-2023,P23258,12877.71,Vehicle,FALSE,0
C23259,22-07-2023,P23259,6800.75,Vehicle,FALSE,0
C23260,24-09-2023,P23260,6534.44,Medical,FALSE,0
C23261,31-12-2023,P23261,10584.3,Vehicle,FALSE,0
C23262,10-08-2023,P23262,17664.06,Vehicle,FALSE,1
C23263,14-04-2023,P23263,23676.66,Home Damage,FALSE,0
C23264,21-04-2023,P23264,9285.68,Vehicle,FALSE,0
C23265,10-03-2023,P23265,5196,Medical,FALSE,0
C23266,24-12-2023,P23266,13764.51,Vehicle,TRUE,0
C23267,15-09-2023,P23267,12303.26,Vehicle,FALSE,0
C23268,17-06-2023,P23268,15566.31,Vehicle,FALSE,0
C23269,20-10-2023,P23269,13115.32,Vehicle,FALSE,0
C23270,18-02-2023,P23270,8881.45,Medical,FALSE,0
C23271,07-09-2023,P23271,9994.44,Vehicle,FALSE,0
C23272,27-11-2023,P23272,10547.95,Medical,FALSE,0
C23273,16-03-2023,P23273,11418.18,Home Damage,FALSE,0
C23274,20-07-2023,P23274,25116.28,Home Damage,FALSE,0
C23275,03-02-2023,P23275,6814.39,Vehicle,FALSE,0
C23276,10-11-2023,P23276,5606.31,Medical,FALSE,0
C23277,21-04-2023,P23277,11463.15,Vehicle,FALSE,0
C23278,18-12-2023,P23278,4634.95,Medical,FALSE,0
C23279,12-11-2023,P23279,17369.41,Home Damage,FALSE,0
C23280,25-08-2023,P23280,9747.16,Vehicle,FALSE,0
C23281,01-02-2023,P23281,19351.29,Home Damage,FALSE,0
C23282,28-07-2023,P23282,16112.11,Vehicle,FALSE,0
C23283,12-05-2023,P23283,14846.33,Vehicle,FALSE,0
C23284,16-04-2023,P23284,12226.77,Vehicle,TRUE,1
C23285,02-02-2023,P23285,13767.34,Vehicle,FALSE,0
C23286,12-02-2023,P23286,22936.83,Home Damage,FALSE,0
C23287,17-04-2023,P23287,6715.49,Vehicle,FALSE,0
C23288,22-09-2023,P23288,7659.12,Medical,FALSE,0
C23289,14-08-2023,P23289,8824.29,Medical,FALSE,0
C23290,28-06-2023,P23290,16073.49,Home Damage,TRUE,0
C23291,10-08-2023,P23291,8561.28,Medical,FALSE,0
C23292,05-05-2023,P23292,9478.36,Vehicle,FALSE,0
C23293,03-10-2023,P23293,19530.61,Vehicle,FALSE,0
C23294,16-06-2023,P23294,12852.13,Vehicle,FALSE,0
C23295,31-05-2023,P23295,9392.16,Medical,TRUE,1
C23296,10-02-2023,P23296,9153.19,Vehicle,FALSE,0
C23297,27-10-2023,P23297,17404.62,Home Damage,FALSE,0
C23298,04-02-2023,P23298,8979.91,Vehicle,FALSE,0
C23299,10-11-2023,P23299,1539.19,Vehicle,FALSE,0
C23300,31-10-2023,P23300,13936.22,Vehicle,FALSE,0
C23301,19-08-2023,P23301,9276.71,Medical,FALSE,0
C23302,03-08-2023,P23302,5647.19,Medical,TRUE,1
C23303,10-11-2023,P23303,14011.18,Vehicle,FALSE,1
C23304,11-04-2023,P23304,11495.58,Vehicle,FALSE,0
C23305,26-02-2023,P23305,15526.48,Vehicle,FALSE,0
C23306,03-08-2023,P23306,11533.93,Vehicle,TRUE,0
C23307,05-06-2023,P23307,13479.21,Vehicle,FALSE,0
C23308,05-03-2023,P23308,15348.03,Vehicle,FALSE,0
C23309,03-03-2023,P23309,8942.69,Vehicle,FALSE,0
C23310,05-12-2023,P23310,13709.6,Vehicle,FALSE,1
C23311,03-03-2023,P23311,10055.07,Vehicle,FALSE,0
C23312,04-04-2023,P23312,6695.18,Medical,FALSE,0
C23313,07-12-2023,P23313,7813.39,Vehicle,FALSE,0
C23314,26-01-2023,P23314,11503.65,Vehicle,FALSE,0
C23315,01-05-2023,P23315,15579.56,Vehicle,FALSE,0
C23316,19-02-2023,P23316,7989.66,Medical,FALSE,0
C23317,09-09-2023,P23317,7399.38,Medical,FALSE,0
C23318,05-02-2023,P23318,13634.44,Vehicle,TRUE,1
C23319,16-10-2023,P23319,28371.94,Home Damage,FALSE,0
C23320,10-04-2023,P23320,4992.81,Medical,FALSE,0
C23321,20-11-2023,P23321,12136.09,Vehicle,FALSE,0
C23322,25-11-2023,P23322,24871.46,Home Damage,FALSE,0
C23323,16-05-2023,P23323,8555.75,Vehicle,FALSE,0
C23324,13-07-2023,P23324,13081.71,Vehicle,TRUE,1
C23325,09-08-2023,P23325,11752.78,Vehicle,FALSE,0
C23326,06-10-2023,P23326,12805.52,Vehicle,TRUE,1
C23327,22-11-2023,P23327,7936.21,Medical,TRUE,1
C23328,24-02-2023,P23328,11932.61,Vehicle,TRUE,1
C23329,20-04-2023,P23329,10950.69,Vehicle,FALSE,0
C23330,29-05-2023,P23330,18183.57,Home Damage,FALSE,0
C23331,22-09-2023,P23331,23222.77,Home Damage,TRUE,1
C23332,11-06-2023,P23332,10015.48,Medical,FALSE,0
C23333,06-07-2023,P23333,17550.78,Home Damage,FALSE,0
C23334,09-05-2023,P23334,13908.08,Vehicle,TRUE,1
C23335,18-04-2023,P23335,11628.16,Medical,FALSE,0
C23336,09-03-2023,P23336,9359.82,Medical,FALSE,0
C23337,07-03-2023,P23337,16135.2,Vehicle,TRUE,1
C23338,24-05-2023,P23338,15564.89,Home Damage,FALSE,0
C23339,22-02-2023,P23339,5530.89,Medical,FALSE,0
C23340,08-05-2023,P23340,11062.11,Vehicle,FALSE,0
C23341,17-11-2023,P23341,8473.51,Vehicle,FALSE,0
C23342,26-07-2023,P23342,23030.39,Home Damage,FALSE,0
C23343,16-11-2023,P23343,9798.23,Medical,FALSE,0
C23344,04-08-2023,P23344,28010.67,Home Damage,FALSE,0
C23345,09-03-2023,P23345,10173.81,Vehicle,FALSE,0
C23346,03-03-2023,P23346,14293.59,Home Damage,FALSE,0
C23347,29-07-2023,P23347,14971.77,Vehicle,FALSE,0
C23348,03-12-2023,P23348,14901.11,Vehicle,FALSE,0
C23349,23-11-2023,P23349,20000.14,Home Damage,FALSE,0
C23350,21-02-2023,P23350,14129.56,Vehicle,FALSE,0
C23351,26-04-2023,P23351,7669.17,Vehicle,FALSE,0
C23352,06-03-2023,P23352,3460.71,Vehicle,FALSE,0
C23353,10-05-2023,P23353,11024.81,Vehicle,TRUE,0
C23354,26-06-2023,P23354,11903.5,Vehicle,TRUE,0
C23355,05-10-2023,P23355,11408.1,Vehicle,FALSE,0
C23356,12-06-2023,P23356,9958.43,Vehicle,FALSE,0
C23357,28-11-2023,P23357,14339.77,Vehicle,TRUE,1
C23358,01-06-2023,P23358,8544.41,Vehicle,FALSE,0
C23359,16-12-2023,P23359,9559.9,Vehicle,FALSE,0
C23360,24-08-2023,P23360,20942.32,Home Damage,FALSE,0
C23361,07-06-2023,P23361,14064.29,Vehicle,FALSE,0
C23362,23-11-2023,P23362,11410.02,Vehicle,FALSE,0
C23363,16-04-2023,P23363,16060.65,Vehicle,FALSE,0
C23364,02-11-2023,P23364,3002.91,Medical,FALSE,0
C23365,12-09-2023,P23365,22666.8,Home Damage,FALSE,0
C23366,24-12-2023,P23366,8862.22,Medical,FALSE,1
C23367,23-04-2023,P23367,12702.5,Vehicle,TRUE,1
C23368,30-01-2023,P23368,6147.71,Medical,FALSE,0
C23369,12-01-2023,P23369,14762.48,Vehicle,FALSE,0
C23370,26-06-2023,P23370,7612.71,Vehicle,FALSE,0
C23371,04-12-2023,P23371,28765.39,Home Damage,FALSE,0
C23372,15-02-2023,P23372,8824.96,Vehicle,FALSE,0
C23373,20-06-2023,P23373,8456.96,Vehicle,FALSE,0
C23374,10-05-2023,P23374,7420.92,Medical,FALSE,0
C23375,02-09-2023,P23375,6962.84,Vehicle,FALSE,0
C23376,19-12-2023,P23376,15862.75,Vehicle,FALSE,0
C23377,22-07-2023,P23377,10511.47,Vehicle,FALSE,0
C23378,14-08-2023,P23378,12596.76,Home Damage,FALSE,0
C23379,21-03-2023,P23379,14476.74,Vehicle,FALSE,0
C23380,06-11-2023,P23380,6994.79,Medical,FALSE,0
C23381,04-02-2023,P23381,6709.93,Medical,FALSE,0
C23382,21-02-2023,P23382,15796.87,Vehicle,FALSE,0
C23383,10-06-2023,P23383,9053.06,Medical,TRUE,1
C23384,25-03-2023,P23384,26462.97,Home Damage,FALSE,0
C23385,24-11-2023,P23385,8645.67,Vehicle,FALSE,1
C23386,26-01-2023,P23386,26678.05,Home Damage,FALSE,0
C23387,13-08-2023,P23387,17597.86,Vehicle,FALSE,0
C23388,13-11-2023,P23388,9226.27,Vehicle,FALSE,0
C23389,03-06-2023,P23389,15786.07,Home Damage,TRUE,1
C23390,20-10-2023,P23390,7943.15,Vehicle,FALSE,0
C23391,05-04-2023,P23391,16556.11,Vehicle,FALSE,0
C23392,13-08-2023,P23392,14897.39,Vehicle,FALSE,0
C23393,24-09-2023,P23393,18184.99,Home Damage,FALSE,0
C23394,10-02-2023,P23394,9844.49,Medical,FALSE,0
C23395,13-05-2023,P23395,10823.15,Vehicle,FALSE,0
C23396,07-03-2023,P23396,20463.06,Home Damage,FALSE,0
C23397,29-07-2023,P23397,15181.24,Vehicle,FALSE,0
C23398,02-06-2023,P23398,13820.23,Vehicle,FALSE,0
C23399,21-06-2023,P23399,14784.66,Home Damage,FALSE,0
C23400,21-11-2023,P23400,7663.05,Vehicle,FALSE,1
C23401,28-02-2023,P23401,7117.56,Vehicle,FALSE,0
C23402,03-07-2023,P23402,7507.45,Vehicle,FALSE,0
C23403,29-06-2023,P23403,16428.39,Home Damage,FALSE,0
C23404,18-11-2023,P23404,16084.95,Vehicle,FALSE,0
C23405,20-11-2023,P23405,15978.7,Vehicle,TRUE,1
C23406,12-01-2023,P23406,18030.03,Vehicle,FALSE,0
C23407,09-03-2023,P23407,9730.02,Vehicle,FALSE,0
C23408,25-11-2023,P23408,19516.35,Home Damage,FALSE,0
C23409,21-07-2023,P23409,10302.97,Vehicle,TRUE,0
C23410,06-01-2023,P23410,21544.59,Home Damage,FALSE,0
C23411,15-01-2023,P23411,20588.85,Home Damage,FALSE,0
C23412,11-02-2023,P23412,20871.62,Home Damage,TRUE,1
C23413,31-01-2023,P23413,7276.18,Medical,FALSE,1
C23414,30-06-2023,P23414,6868.34,Medical,FALSE,0
C23415,19-09-2023,P23415,8944.35,Vehicle,FALSE,0
C23416,16-10-2023,P23416,13431.91,Vehicle,FALSE,1
C23417,21-01-2023,P23417,16054.24,Vehicle,TRUE,0
C23418,01-07-2023,P23418,8138.68,Medical,FALSE,1
C23419,03-07-2023,P23419,19647.73,Vehicle,FALSE,0
C23420,01-09-2023,P23420,11113.41,Vehicle,TRUE,0
C23421,16-12-2023,P23421,12858.31,Vehicle,FALSE,0
C23422,29-05-2023,P23422,19874.88,Home Damage,TRUE,0
C23423,13-09-2023,P23423,16781.85,Home Damage,FALSE,0
C23424,10-04-2023,P23424,23049.71,Home Damage,FALSE,0
C23425,24-02-2023,P23425,12888.02,Vehicle,FALSE,0
C23426,05-07-2023,P23426,13231.87,Vehicle,FALSE,0
C23427,16-11-2023,P23427,10623.58,Vehicle,FALSE,0
C23428,27-03-2023,P23428,15717.37,Home Damage,FALSE,0
C23429,23-06-2023,P23429,16079.25,Vehicle,TRUE,1
C23430,22-01-2023,P23430,29393.84,Home Damage,FALSE,0
C23431,01-09-2023,P23431,14548.44,Vehicle,FALSE,0
C23432,01-03-2023,P23432,9601.12,Vehicle,FALSE,0
C23433,14-04-2023,P23433,8571.31,Medical,FALSE,0
C23434,19-05-2023,P23434,16339.28,Vehicle,FALSE,0
C23435,30-10-2023,P23435,13648.43,Vehicle,FALSE,0
C23436,08-06-2023,P23436,11806.29,Medical,FALSE,0
C23437,20-08-2023,P23437,8591.4,Medical,FALSE,0
C23438,18-03-2023,P23438,23589.25,Home Damage,FALSE,0
C23439,18-01-2023,P23439,13330.8,Vehicle,FALSE,0
C23440,22-01-2023,P23440,20515.96,Home Damage,FALSE,0
C23441,03-07-2023,P23441,15890.83,Vehicle,FALSE,0
C23442,25-05-2023,P23442,13793.13,Medical,TRUE,1
C23443,07-02-2023,P23443,10116.65,Medical,FALSE,0
C23444,08-10-2023,P23444,14915.67,Vehicle,FALSE,0
C23445,15-10-2023,P23445,8665.28,Vehicle,FALSE,0
C23446,23-05-2023,P23446,16662.35,Home Damage,FALSE,0
C23447,13-01-2023,P23447,8280.63,Vehicle,TRUE,1
C23448,05-07-2023,P23448,12097.35,Vehicle,FALSE,0
C23449,24-09-2023,P23449,23921.69,Home Damage,FALSE,0
C23450,26-09-2023,P23450,10222.81,Vehicle,FALSE,0
C23451,07-04-2023,P23451,10009.1,Vehicle,FALSE,0
C23452,23-12-2023,P23452,16542.05,Vehicle,FALSE,0
C23453,21-10-2023,P23453,15959.67,Vehicle,FALSE,0
C23454,01-01-2023,P23454,6827,Medical,FALSE,0
C23455,22-10-2023,P23455,19740.79,Home Damage,FALSE,0
C23456,27-01-2023,P23456,12023.82,Vehicle,FALSE,0
C23457,05-02-2023,P23457,21588.08,Home Damage,FALSE,0
C23458,09-06-2023,P23458,13349.65,Vehicle,FALSE,0
C23459,31-01-2023,P23459,9113.5,Vehicle,FALSE,0
C23460,07-05-2023,P23460,10248.18,Vehicle,TRUE,0
C23461,19-09-2023,P23461,25724.84,Home Damage,FALSE,0
C23462,11-12-2023,P23462,10861.6,Vehicle,FALSE,0
C23463,29-07-2023,P23463,11175.31,Vehicle,FALSE,0
C23464,30-05-2023,P23464,11789.11,Vehicle,FALSE,0
C23465,31-01-2023,P23465,13867.15,Home Damage,FALSE,0
C23466,10-04-2023,P23466,9515.91,Vehicle,FALSE,0
C23467,25-11-2023,P23467,10640.17,Vehicle,FALSE,0
C23468,29-10-2023,P23468,16175.93,Vehicle,FALSE,0
C23469,19-12-2023,P23469,24136.71,Home Damage,FALSE,0
C23470,07-08-2023,P23470,13572.79,Vehicle,TRUE,0
C23471,10-09-2023,P23471,18331.6,Home Damage,FALSE,0
C23472,20-06-2023,P23472,9639.36,Vehicle,FALSE,0
C23473,14-09-2023,P23473,7752.24,Medical,FALSE,0
C23474,26-02-2023,P23474,9123.66,Medical,TRUE,0
C23475,09-01-2023,P23475,23269.11,Home Damage,FALSE,1
C23476,05-01-2023,P23476,14818.64,Vehicle,FALSE,0
C23477,01-12-2023,P23477,10166.73,Vehicle,FALSE,0
C23478,24-04-2023,P23478,13131.62,Vehicle,FALSE,0
C23479,22-09-2023,P23479,12110,Vehicle,FALSE,0
C23480,22-06-2023,P23480,15037.77,Vehicle,FALSE,0
C23481,08-08-2023,P23481,12025.28,Vehicle,TRUE,1
C23482,24-07-2023,P23482,14021.83,Vehicle,FALSE,0
C23483,24-01-2023,P23483,9123.76,Medical,TRUE,0
C23484,19-06-2023,P23484,10934.11,Vehicle,FALSE,0
C23485,13-04-2023,P23485,7206.53,Medical,FALSE,0
C23486,01-03-2023,P23486,15825.03,Vehicle,FALSE,0
C23487,27-03-2023,P23487,8224.03,Medical,FALSE,0
C23488,12-09-2023,P23488,12263.69,Vehicle,FALSE,0
C23489,14-06-2023,P23489,14940.21,Vehicle,FALSE,0
C23490,16-06-2023,P23490,11800.21,Vehicle,FALSE,0
C23491,25-03-2023,P23491,13239.26,Vehicle,FALSE,0
C23492,21-07-2023,P23492,14122.5,Vehicle,FALSE,0
C23493,31-03-2023,P23493,8500.69,Vehicle,FALSE,0
C23494,30-03-2023,P23494,8022.88,Vehicle,FALSE,0
C23495,30-04-2023,P23495,14198.78,Vehicle,FALSE,0
C23496,05-06-2023,P23496,11097.03,Vehicle,FALSE,0
C23497,07-07-2023,P23497,15825.58,Home Damage,FALSE,0
C23498,07-07-2023,P23498,28228.54,Home Damage,FALSE,0
C23499,19-09-2023,P23499,14133.73,Vehicle,FALSE,1
C23500,21-02-2023,P23500,11751.7,Vehicle,TRUE,1
C23501,20-05-2023,P23501,8161.28,Vehicle,FALSE,0
C23502,19-01-2023,P23502,12589.46,Vehicle,FALSE,0
C23503,16-03-2023,P23503,23745.41,Home Damage,FALSE,0
C23504,18-08-2023,P23504,5811.47,Medical,FALSE,0
C23505,10-05-2023,P23505,13102.18,Vehicle,FALSE,0
C23506,24-02-2023,P23506,8021.7,Medical,FALSE,0
C23507,28-09-2023,P23507,15115.71,Vehicle,FALSE,0
C23508,10-04-2023,P23508,14358.46,Vehicle,FALSE,0
C23509,10-03-2023,P23509,12721.01,Vehicle,FALSE,0
C23510,26-10-2023,P23510,8981.82,Medical,FALSE,0
C23511,17-01-2023,P23511,7174.53,Medical,FALSE,0
C23512,20-12-2023,P23512,13387.42,Vehicle,FALSE,0
C23513,26-04-2023,P23513,14588.88,Home Damage,FALSE,0
C23514,01-06-2023,P23514,10930.18,Vehicle,FALSE,0
C23515,26-11-2023,P23515,8440.74,Medical,FALSE,0
C23516,26-04-2023,P23516,10703.87,Vehicle,FALSE,0
C23517,30-01-2023,P23517,22661.47,Home Damage,FALSE,0
C23518,19-11-2023,P23518,7903.22,Medical,TRUE,0
C23519,20-02-2023,P23519,12237.2,Vehicle,FALSE,0
C23520,01-03-2023,P23520,21666.9,Home Damage,FALSE,0
C23521,17-08-2023,P23521,7180.13,Medical,FALSE,0
C23522,16-09-2023,P23522,8830.87,Medical,FALSE,0
C23523,26-12-2023,P23523,10278.78,Medical,TRUE,1
C23524,05-01-2023,P23524,14609.46,Vehicle,FALSE,0
C23525,28-01-2023,P23525,10714.22,Home Damage,FALSE,0
C23526,11-09-2023,P23526,10183.96,Vehicle,TRUE,0
C23527,30-12-2023,P23527,7845.46,Medical,FALSE,0
C23528,19-08-2023,P23528,12815.78,Vehicle,FALSE,0
C23529,23-12-2023,P23529,9133.21,Medical,FALSE,0
C23530,19-07-2023,P23530,9066.96,Medical,FALSE,0
C23531,28-11-2023,P23531,14368.44,Vehicle,FALSE,0
C23532,28-09-2023,P23532,13361.34,Vehicle,FALSE,0
C23533,05-12-2023,P23533,17457.54,Vehicle,FALSE,0
C23534,31-10-2023,P23534,11378.16,Vehicle,FALSE,0
C23535,15-02-2023,P23535,17234.84,Vehicle,FALSE,0
C23536,28-01-2023,P23536,7157.05,Medical,FALSE,0
C23537,07-01-2023,P23537,10044.08,Medical,FALSE,1
C23538,20-08-2023,P23538,9439.31,Vehicle,FALSE,0
C23539,18-07-2023,P23539,16027.41,Vehicle,FALSE,0
C23540,04-04-2023,P23540,14954.66,Vehicle,FALSE,0
C23541,23-03-2023,P23541,20179.57,Home Damage,FALSE,0
C23542,29-03-2023,P23542,16728.3,Vehicle,FALSE,0
C23543,05-07-2023,P23543,6878.13,Medical,TRUE,1
C23544,31-08-2023,P23544,11932.31,Vehicle,FALSE,0
C23545,09-03-2023,P23545,12675.97,Vehicle,FALSE,0
C23546,07-11-2023,P23546,7176.2,Medical,FALSE,0
C23547,06-07-2023,P23547,11658.51,Vehicle,FALSE,0
C23548,27-08-2023,P23548,8542.8,Vehicle,FALSE,0
C23549,06-08-2023,P23549,9673.27,Home Damage,FALSE,0
C23550,18-04-2023,P23550,10729.45,Vehicle,TRUE,1
C23551,03-11-2023,P23551,9587.68,Vehicle,FALSE,0
C23552,07-02-2023,P23552,13229.9,Vehicle,FALSE,0
C23553,15-12-2023,P23553,17039.32,Vehicle,FALSE,0
C23554,03-10-2023,P23554,25782.41,Home Damage,FALSE,0
C23555,10-01-2023,P23555,21191.24,Home Damage,FALSE,0
C23556,26-01-2023,P23556,6498.01,Medical,FALSE,0
C23557,17-02-2023,P23557,10972.68,Vehicle,TRUE,1
C23558,13-12-2023,P23558,9398.52,Vehicle,FALSE,0
C23559,14-01-2023,P23559,12962.25,Vehicle,FALSE,0
C23560,10-04-2023,P23560,9199.16,Medical,TRUE,1
C23561,06-07-2023,P23561,5706.38,Medical,FALSE,0
C23562,12-01-2023,P23562,7892.61,Medical,FALSE,0
C23563,06-10-2023,P23563,11027.16,Vehicle,FALSE,0
C23564,07-12-2023,P23564,12526.08,Vehicle,FALSE,0
C23565,24-11-2023,P23565,25060.21,Home Damage,FALSE,0
C23566,16-06-2023,P23566,15262.66,Home Damage,FALSE,0
C23567,02-05-2023,P23567,8158.05,Vehicle,FALSE,0
C23568,05-04-2023,P23568,5985.69,Vehicle,FALSE,0
C23569,25-01-2023,P23569,11051.15,Vehicle,TRUE,1
C23570,17-01-2023,P23570,11256.03,Vehicle,FALSE,0
C23571,29-01-2023,P23571,10770.27,Vehicle,FALSE,0
C23572,19-11-2023,P23572,10111.41,Vehicle,FALSE,0
C23573,07-12-2023,P23573,26589.83,Home Damage,FALSE,0
C23574,09-11-2023,P23574,10419.3,Vehicle,FALSE,0
C23575,13-03-2023,P23575,7349.64,Medical,FALSE,0
C23576,27-09-2023,P23576,11184.11,Vehicle,FALSE,0
C23577,07-09-2023,P23577,6502.74,Medical,FALSE,0
C23578,22-10-2023,P23578,9178.34,Medical,TRUE,0
C23579,24-05-2023,P23579,12903,Vehicle,FALSE,0
C23580,01-10-2023,P23580,5074.73,Medical,FALSE,0
C23581,11-08-2023,P23581,22963.6,Home Damage,TRUE,0
C23582,16-03-2023,P23582,5660.33,Medical,FALSE,0
C23583,12-04-2023,P23583,18225.01,Home Damage,FALSE,0
C23584,20-01-2023,P23584,23267.75,Home Damage,FALSE,0
C23585,27-04-2023,P23585,15319.78,Vehicle,FALSE,0
C23586,23-06-2023,P23586,6641.28,Medical,FALSE,0
C23587,22-06-2023,P23587,8615.78,Vehicle,FALSE,0
C23588,04-01-2023,P23588,9471.89,Vehicle,FALSE,0
C23589,06-12-2023,P23589,11931.82,Vehicle,FALSE,0
C23590,28-05-2023,P23590,8134.18,Vehicle,TRUE,1
C23591,24-04-2023,P23591,12156.36,Vehicle,TRUE,1
C23592,17-11-2023,P23592,14441.46,Vehicle,FALSE,0
C23593,16-06-2023,P23593,15244.79,Vehicle,FALSE,0
C23594,27-10-2023,P23594,15818.83,Vehicle,FALSE,0
C23595,28-04-2023,P23595,25152.23,Home Damage,FALSE,0
C23596,10-04-2023,P23596,12428.38,Vehicle,FALSE,0
C23597,01-10-2023,P23597,9434.67,Vehicle,TRUE,1
C23598,24-06-2023,P23598,13685.91,Vehicle,FALSE,0
C23599,08-06-2023,P23599,14124.25,Vehicle,FALSE,0
C23600,15-08-2023,P23600,16205.31,Vehicle,FALSE,0
C23601,07-02-2023,P23601,7170.58,Medical,TRUE,0
C23602,17-07-2023,P23602,13713.82,Vehicle,FALSE,0
C23603,16-05-2023,P23603,11349.43,Vehicle,FALSE,0
C23604,14-04-2023,P23604,14218.44,Vehicle,FALSE,0
C23605,12-07-2023,P23605,6652.66,Medical,FALSE,0
C23606,07-09-2023,P23606,6933.34,Medical,FALSE,0
C23607,13-01-2023,P23607,10158.96,Vehicle,FALSE,0
C23608,24-02-2023,P23608,27788.17,Home Damage,FALSE,0
C23609,10-12-2023,P23609,14982.75,Vehicle,FALSE,0
C23610,26-03-2023,P23610,22325.87,Home Damage,FALSE,0
C23611,19-04-2023,P23611,11814.5,Vehicle,FALSE,0
C23612,12-02-2023,P23612,9580.73,Vehicle,FALSE,0
C23613,12-03-2023,P23613,11333.88,Vehicle,FALSE,0
C23614,25-09-2023,P23614,13061.76,Home Damage,FALSE,0
C23615,28-02-2023,P23615,13608.67,Vehicle,FALSE,0
C23616,13-02-2023,P23616,12574.35,Vehicle,FALSE,0
C23617,29-09-2023,P23617,16627.54,Home Damage,FALSE,0
C23618,14-01-2023,P23618,11563.27,Medical,FALSE,0
C23619,22-04-2023,P23619,21291.11,Home Damage,FALSE,0
C23620,10-11-2023,P23620,12201.07,Vehicle,FALSE,0
C23621,16-08-2023,P23621,10913.91,Vehicle,FALSE,0
C23622,18-06-2023,P23622,16748.02,Home Damage,FALSE,0
C23623,18-10-2023,P23623,10103.72,Vehicle,FALSE,0
C23624,03-09-2023,P23624,8151.92,Vehicle,FALSE,0
C23625,23-09-2023,P23625,13841.17,Vehicle,FALSE,0
C23626,03-12-2023,P23626,9565.97,Vehicle,FALSE,0
C23627,31-08-2023,P23627,8597.02,Medical,FALSE,0
C23628,07-06-2023,P23628,11557.97,Vehicle,TRUE,1
C23629,27-10-2023,P23629,14585.75,Vehicle,FALSE,0
C23630,23-11-2023,P23630,8597.86,Medical,FALSE,1
C23631,18-01-2023,P23631,16696,Vehicle,TRUE,1
C23632,24-03-2023,P23632,10463.27,Vehicle,FALSE,0
C23633,01-12-2023,P23633,8605.09,Medical,FALSE,0
C23634,19-08-2023,P23634,10422.75,Vehicle,FALSE,0
C23635,08-12-2023,P23635,9577.45,Vehicle,FALSE,0
C23636,10-09-2023,P23636,15398.49,Vehicle,FALSE,0
C23637,16-06-2023,P23637,11021.34,Medical,FALSE,1
C23638,11-02-2023,P23638,7567.43,Medical,FALSE,0
C23639,06-09-2023,P23639,8542.36,Vehicle,FALSE,0
C23640,05-09-2023,P23640,8891.49,Vehicle,FALSE,0
C23641,13-10-2023,P23641,8036.8,Home Damage,FALSE,0
C23642,20-01-2023,P23642,14417.33,Vehicle,FALSE,0
C23643,18-12-2023,P23643,16801.42,Vehicle,FALSE,0
C23644,11-02-2023,P23644,7186.01,Medical,FALSE,1
C23645,11-12-2023,P23645,12941.93,Vehicle,FALSE,0
C23646,28-03-2023,P23646,8042.23,Medical,FALSE,0
C23647,18-09-2023,P23647,25546.61,Home Damage,FALSE,0
C23648,02-11-2023,P23648,10802.64,Vehicle,TRUE,0
C23649,24-10-2023,P23649,9522.61,Vehicle,TRUE,1
C23650,16-12-2023,P23650,26427.67,Home Damage,FALSE,0
C23651,28-08-2023,P23651,4405.3,Medical,FALSE,0
C23652,16-06-2023,P23652,10353.26,Medical,FALSE,0
C23653,09-11-2023,P23653,11731.99,Vehicle,FALSE,0
C23654,07-08-2023,P23654,7600.35,Vehicle,FALSE,0
C23655,13-05-2023,P23655,9698.36,Medical,FALSE,0
C23656,26-07-2023,P23656,5363.04,Vehicle,FALSE,0
C23657,20-02-2023,P23657,8832.77,Vehicle,FALSE,0
C23658,16-04-2023,P23658,9330.67,Medical,FALSE,0
C23659,03-07-2023,P23659,12788.84,Vehicle,FALSE,0
C23660,20-07-2023,P23660,15506.91,Home Damage,FALSE,0
C23661,11-01-2023,P23661,10543.55,Vehicle,FALSE,0
C23662,11-09-2023,P23662,7790.35,Home Damage,FALSE,0
C23663,30-05-2023,P23663,17815.37,Vehicle,TRUE,1
C23664,20-12-2023,P23664,23581.51,Home Damage,FALSE,0
C23665,21-12-2023,P23665,12272.68,Vehicle,FALSE,0
C23666,06-04-2023,P23666,19005.56,Home Damage,TRUE,1
C23667,16-04-2023,P23667,18744.4,Home Damage,FALSE,0
C23668,23-05-2023,P23668,11762.28,Medical,FALSE,0
C23669,15-06-2023,P23669,11125.63,Vehicle,FALSE,0
C23670,01-01-2023,P23670,21774.25,Home Damage,FALSE,0
C23671,15-02-2023,P23671,9382.17,Medical,FALSE,0
C23672,30-08-2023,P23672,8154.61,Medical,TRUE,1
C23673,10-12-2023,P23673,9526.17,Vehicle,TRUE,0
C23674,05-10-2023,P23674,21906.9,Home Damage,FALSE,0
C23675,03-01-2023,P23675,20792.55,Home Damage,FALSE,0
C23676,22-05-2023,P23676,6489.33,Vehicle,TRUE,0
C23677,02-03-2023,P23677,7147.93,Vehicle,FALSE,0
C23678,21-10-2023,P23678,10855.01,Vehicle,FALSE,0
C23679,13-08-2023,P23679,13714.94,Vehicle,FALSE,0
C23680,29-10-2023,P23680,7166.33,Vehicle,FALSE,0
C23681,19-06-2023,P23681,9600.13,Medical,FALSE,0
